"","User.ID","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9"
"1340",204238,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,0.1
"1341",15369,0.25,0.3666667,0.3,0.2,0.25,0.25,0.325,0.4,0.5
"1342",80747,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"1343",275582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1344",144243,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1345",70464,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1346",254171,0.2222222,0.1,0.1666667,0.1111111,0.1111111,0.3333333,0.1111111,0.1,0.1111111
"1347",228750,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1348",270475,0.2380952,0.2857143,0.2380952,0.3809524,0.3571429,0.2857143,0.4285714,0.1,0.1
"1349",142623,0.2357895,0.1831579,0.1766667,0.1791411,0.232342,0.190678,0.2180527,0.2051282,0.2084211
"1350",141376,0.1,0.3333333,0.3333333,0.4166667,0.3333333,0.3888889,0.2777778,0.1666667,0.3333333
"1351",97532,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"1352",209728,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1353",152499,0.4285714,0.4285714,0.4285714,0.4285714,0.4285714,0.4285714,0.4285714,0.4285714,0.4285714
"1354",59077,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1355",53978,0.2,0.1,0.3,0.3666667,0.1333333,0.1,0.15,0.1,0.2333333
"1356",138626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1357",50711,0.4807692,0.4545455,0.3586957,0.2619048,0.3536585,0.4084507,0.4315789,0.3636364,0.2857143
"1358",118280,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1359",198491,0.8421053,0.6470588,0.7272727,0.5,0.6470588,0.5882353,0.7142857,0.4705882,0.7777778
"1360",113602,0.2027027,0.2125,0.2068966,0.1666667,0.1875,0.2061856,0.2318841,0.2033898,0.244898
"1361",171435,0.4415584,0.3882353,0.5047619,0.4363636,0.4193548,0.4022989,0.52,0.5666667,0.6
"1362",193094,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1363",10257,0.1944444,0.1111111,0.125,0.1333333,0.2063492,0.1666667,0.1746032,0.1333333,0.1481481
"1364",136523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1365",189782,0.2857143,0.2112676,0.2653061,0.1428571,0.1428571,0.2857143,0.2619048,0.2142857,0.2380952
"1366",171345,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1367",172453,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1368",39714,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1369",31399,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125
"1370",236870,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1371",269378,0.5964912,0.4661654,0.6742857,0.4166667,0.4415584,0.5824176,0.4772727,0.4722222,0.4666667
"1372",202672,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1373",262208,0.4,0.3461538,0.3947368,0.3061224,0.48,0.375,0.3333333,0.2413793,0.2325581
"1374",134038,0.4545455,0.4545455,0.4545455,0.4545455,0.4545455,0.4545455,0.4545455,0.4545455,0.4545455
"1375",124761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1376",106127,0.2571429,0.3333333,0.2380952,0.1428571,0.3809524,0.2857143,0.2857143,0.2142857,0.1428571
"1377",78475,0.1666667,0.18,0.260274,0.28125,0.28125,0.1940299,0.2739726,0.625,0.1111111
"1378",5501,0.3214286,0.1428571,0.2597403,0.1428571,0.2,0.1428571,0.244898,0.1428571,0.1428571
"1379",256588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1380",237612,0.325,0.3142857,0.2907801,0.2887324,0.2171717,0.3097345,0.294686,0.28,0.2523364
"1381",62795,0.1,0.1,0.1428571,0.1,0.1,0.1,0.1,0.1,0.1
"1382",218242,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1383",196043,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1384",97512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1385",21481,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1
"1386",275950,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1387",62777,0.5853659,0.5764706,0.6,0.6119403,0.5957447,0.4862745,0.6,0.6,0.6440678
"1388",98547,0.2746331,0.2439024,0.2820069,0.2949062,0.2800983,0.2276176,0.2725857,0.25,0.2966102
"1389",230016,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111
"1390",252762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1391",82310,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1392",143851,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1393",265830,0.1,0.1,0.1,0.1111111,0.1,0.1,0.1,0.1,0.1
"1394",209376,0.2720588,0.3,0.2356828,0.1836735,0.2166667,0.2564103,0.199422,0.2380952,0.1714286
"1395",184458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1396",195443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1397",194882,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8
"1398",261568,0.1,0.2083333,0.1607143,0.125,0.25,0.125,0.25,0.1,0.375
"1399",203649,0.2561576,0.25,0.25,0.2,0.2627737,0.2321429,0.2285115,0.3421053,0.225
"1400",64061,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1401",206775,0.3378378,0.3505747,0.3755656,0.3644068,0.2866667,0.3478261,0.3266129,0.3924051,0.3548387
"1402",268829,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
"1403",137978,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1404",66974,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1405",32917,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1406",263202,0.5,0.15,0.25,0.2666667,0.2,0.3,0.275,1,0.3
"1407",1344,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1408",177017,0.2857143,0.2857143,0.1428571,0.1428571,0.1,1,0.2142857,0.1,0.1
"1409",144175,0.1111111,0.1,0.1666667,0.1,0.1481481,0.1111111,0.1111111,0.1,0.1
"1410",188171,0.2790698,0.2535787,0.226378,0.2852564,0.284345,0.2101617,0.2346723,0.3037037,0.3064516
"1411",30078,1,1,1,0.2,1,1,0.1,0.1,1
"1412",149152,0.25,0.25,0.25,0.25,0.25,0.3125,0.25,0.25,0.25
"1413",197364,0.246181,0.2455808,0.2721782,0.262069,0.2466091,0.2721774,0.2476548,0.314978,0.2547923
"1414",93436,0.2380952,0.1,0.1,0.1,0.1428571,0.1428571,0.1428571,0.1,0.1428571
"1415",200095,0.2083333,0.125,0.15625,0.125,0.25,0.1875,0.1875,1,0.1875
"1416",163711,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1417",98431,0.1,0.1,0.1,0.1,0.1,0.1,0.1428571,0.1,0.1428571
"1418",189766,0.1428571,0.1428571,0.3333333,0.1428571,0.3333333,0.1428571,0.1428571,0.1428571,0.2857143
"1419",119725,0.3003264,0.2294737,0.2382812,0.2343434,0.2258065,0.2632479,0.2463519,0.2142857,0.2463415
"1420",188708,0.2857143,0.3877551,0.3333333,0.4285714,0.3928571,0.3571429,0.4285714,0.1,0.4285714
"1421",84567,0.1,0.1,0.1111111,0.1,0.1,0.1,0.1,0.1,0.1
"1422",50506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1423",184629,0.3156997,0.2213467,0.2873563,0.2872841,0.3103448,0.2015504,0.3622705,0.3181818,0.1897233
"1424",211872,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,1
"1425",60225,0.1,0.1428571,0.1,0.1,0.1428571,0.1,1,0.1,0.1
"1426",277256,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1427",241802,0.1980198,0.2298137,0.1652542,0.2302158,0.2222222,0.2690058,0.279661,0.2083333,0.2076923
"1428",50168,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1429",255276,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1430",95319,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1431",106732,1,1,1,1,1,1,1,1,1
"1432",161801,0.1666667,0.3333333,0.1481481,0.1111111,0.3333333,0.2592593,1,0.1111111,0.1111111
"1433",230972,0.25,0.1,0.1,0.25,0.1,0.1,0.25,0.1,0.1
"1434",135284,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1435",216618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1436",94128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1437",54411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1438",236037,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1439",121326,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1440",67078,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1441",242113,0.4069767,0.3125,0.3333333,0.375,0.2916667,0.2989691,0.3536585,0.4285714,0.3469388
"1442",275760,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1443",129084,0.2151568,0.2115194,0.2174432,0.2337662,0.2375215,0.2136818,0.2164706,0.1946903,0.2218045
"1444",38713,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1445",113595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1446",237157,0.25,0.25,0.25,0.1875,0.25,0.25,0.25,0.25,0.25
"1447",70226,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1448",167170,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1449",149354,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1450",11504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1451",146399,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1452",52265,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571
"1453",1303,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1454",141651,0.2,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"1455",81017,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1456",30417,0.15,0.1666667,0.2083333,0.2083333,0.1875,0.171875,0.1666667,0.25,0.1875
"1457",140460,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1458",178856,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1459",148337,0.1,0.1,0.1,0.1428571,0.1,0.1428571,0.4285714,0.1,0.1
"1460",134059,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1461",267540,0.3397436,0.3432836,0.385,0.3738318,0.3943662,0.3358779,0.28125,0.44,0.3739837
"1462",249359,0.3,0.2765957,0.2791878,0.3100775,0.3076923,0.203252,0.3547009,0.1875,0.2168675
"1463",70487,0.1,0.1,0.1428571,0.1,0.1,0.1,0.1428571,0.1,0.1
"1464",83009,1,0.4285714,0.3571429,0.3571429,0.1,0.2857143,0.3214286,0.1,0.1
"1465",109929,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1466",210312,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1467",105789,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1468",10834,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1469",246522,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1470",139371,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1471",262070,0.25,0.125,0.125,0.125,0.2083333,0.25,0.2083333,0.125,0.125
"1472",111741,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1473",89950,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1474",2776,0.2608696,0.2083333,0.2083333,0.212766,0.3076923,0.4285714,0.2222222,0.4,0.2
"1475",248477,0.1991107,0.2212219,0.1890879,0.203125,0.2307292,0.2272727,0.1882636,0.2,0.1486817
"1476",133498,0.25,0.3,0.15,0.5,0.3,0.2428571,0.3,0.1,0.35
"1477",169523,0.3125,0.3125,0.375,0.375,0.25,0.3125,0.375,0.375,0.375
"1478",254647,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1479",158552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1480",231761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1481",50092,0.5714286,0.3636364,0.4375,0.2727273,0.4133333,0.2926829,0.3913043,0.4285714,0.325
"1482",43293,0.3571429,0.1,0.3809524,0.2857143,0.2857143,0.3571429,0.3333333,0.1,0.2857143
"1483",200614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1484",60683,0.755814,0.9782609,0.5954198,0.25,0.5333333,1.017857,0.8955224,0.265625,0.2923077
"1485",212832,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1486",157888,0.1666667,0.2222222,0.1666667,0.1666667,0.1666667,0.2222222,0.1666667,0.2222222,0.1666667
"1487",164381,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1488",190097,0.1428571,0.1764706,0.1538462,0.2307692,0.1509434,0.1538462,0.1320755,0.2307692,0.1923077
"1489",26190,0.1609195,0.1440678,0.1452991,0.1276596,0.1671554,0.1394558,0.1186349,0.1587302,0.1182994
"1490",250456,0.1954023,0.2125,0.1825397,0.1521739,0.1868132,0.1891892,0.2016129,0.1836735,0.1428571
"1491",70417,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1492",62761,0.2166667,0.173913,0.1626016,0.1111111,0.1764706,0.1724138,0.1666667,0.25,0.1111111
"1493",57273,0.8,0.1,0.68,0.3684211,0.1,0.1,1,0.1,0.1
"1494",155512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1495",75178,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1496",146900,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1497",93930,0.1,0.3,0.1,0.1,0.1,0.1,0.4,0.1,0.4
"1498",39480,0.6818182,1,0.8166667,0.9166667,0.75,0.6785714,0.828125,0.5,1
"1499",259164,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"1500",191724,0.2109375,0.2678571,0.2333333,0.2089552,0.21875,0.2638889,0.2583333,0.15625,0.2352941
"1501",228954,0.1,0.1,0.25,0.1,0.1,1,0.1,0.1,0.1
"1502",181515,1,1,1,1,1,1,1,1,1
"1503",25781,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1504",117542,0.1,0.1,0.1,0.1,0.1,0.1875,0.1,0.1,0.1
"1505",32730,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1506",189047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1507",191833,0.1,0.1,1,0.1,0.1,0.1,0.1,1,1
"1508",233627,0.1,0.1,0.1,0.1,0.1,0.125,0.1,0.1,0.1
"1509",116759,0.2040816,0.2040816,0.2653061,0.2857143,0.1785714,0.2180451,0.2346939,0.3142857,0.2040816
"1510",222140,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1511",278396,0.1,0.1,0.1,0.4285714,0.1,0.1,0.1,0.1,0.1
"1512",210959,0.3256303,0.3880765,0.574638,0.3907204,0.3230769,0.3557692,0.3262195,0.3333333,0.369338
"1513",106705,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333
"1514",25143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1515",219933,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1516",78037,1,1,1,1,1,1,1,1,1
"1517",11450,0.1111111,0.1111111,0.1,0.1,0.1111111,0.1,0.1,0.1,0.1
"1518",50063,0.3295455,0.3333333,0.3137255,0.3235294,0.2666667,0.3235294,0.3333333,0.25,0.3269231
"1519",232125,0.1,0.25,0.1,0.1,0.25,0.1,0.25,0.1,0.1
"1520",258784,0.4513889,0.3989899,0.4694444,0.5166667,0.4583333,0.4924242,0.4858156,0.5,0.5
"1521",187377,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1522",99504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1523",70402,0.2177986,0.1983968,0.2220651,0.2168675,0.2180851,0.193426,0.1989664,0.1685393,0.2290503
"1524",143295,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1525",1586,0.1428571,0.1428571,0.1,0.1428571,0.1,0.1,0.2142857,0.1,0.1428571
"1526",207104,0.5,0.4,0.6,0.2,0.2,0.5333333,0.6,0.2,0.2
"1527",40188,0.2857143,0.4285714,0.2142857,0.3571429,0.4285714,0.4285714,0.3571429,0.3571429,0.4285714
"1528",95423,0.1,0.1,0.2592593,0.2222222,0.2222222,0.4444444,0.3888889,0.3333333,0.1
"1529",198982,0.2894737,0.3333333,0.2931034,0.2857143,0.3333333,0.2666667,0.2592593,0.2857143,0.2857143
"1530",105845,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1531",226730,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1532",223903,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1533",41708,0.1666667,0.125,0.125,0.1666667,0.125,0.125,0.125,0.125,0.1666667
"1534",8728,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1535",200889,0.1428571,0.1428571,0.1428571,0.1428571,0.1,0.1,0.1428571,0.1,0.1
"1536",43372,0.3166667,0.2764706,0.3066667,0.275,0.25,0.2923077,0.2666667,0.125,0.24
"1537",233929,0.1,0.1,1,0.1,1,0.1,0.1,0.1,1
"1538",81338,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1539",264152,0.3451178,0.3300654,0.3189771,0.3402367,0.3466042,0.3065844,0.3874539,0.3296703,0.369338
"1540",163093,0.625,0.4,0.7272727,0.4,0.4,0.2727273,0.4,0.4,0.4
"1541",198034,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1542",172022,0.45,0.7333333,0.4,0.3333333,0.45,0.7066667,0.5666667,0.8,0.1
"1543",221992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1544",153296,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1545",302,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1546",128821,0.2769231,0.2371795,0.2716535,0.232,0.2237762,0.2160804,0.2490842,0.1420613,0.2580645
"1547",28075,0.6046512,0.4693878,0.5555556,0.6052632,0.5357143,0.4772727,0.4637681,0.4545455,0.4705882
"1548",247108,1,1,0.3,1,1,0.1111111,1,1,1
"1549",211868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1550",28919,0.1666667,0.2586207,0.2418301,0.2173913,0.2758621,0.1931818,0.1940299,0.2162162,0.2820513
"1551",5101,0.72,0.5777778,0.6,0.6333333,0.9,0.64,0.6823529,0.4,0.75
"1552",227494,0.1904762,0.1400966,0.1138659,0.1256039,0.1574074,0.1111111,0.1290323,0.1111111,0.1111111
"1553",107632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1554",201661,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667
"1555",273376,0.2826087,0.2857143,0.1714286,0.25,0.2169811,0.1621622,0.1386139,0.4444444,0.1578947
"1556",47094,0.2857143,0.2040816,0.2619048,0.25,0.2571429,0.2738095,0.3015873,1,0.2857143
"1557",223770,1,1,1,1,1,1,1,1,1
"1558",255577,0.125,0.1,0.125,0.1,0.1,0.1,0.1,0.1,0.1
"1559",185694,0.2571429,0.2,0.3134328,0.25,0.1428571,0.2619048,0.38,0.1428571,0.2142857
"1560",99992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1561",124791,0.1,0.25,1.25,0.1,1.25,0.875,1.25,0.1,1.25
"1562",209313,0.2222222,0.2444444,0.1555556,0.25,0.2222222,0.1851852,0.2394366,0.3333333,0.2444444
"1563",272873,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1564",173365,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1565",258770,0.23,0.2272727,0.2866667,0.25,0.3,0.25,0.2875,0.3,0.24
"1566",121023,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1567",79343,0.1,0.1,0.1,0.1,0.1,0.1,0.2222222,0.1,0.1
"1568",274483,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1569",259264,0.3395522,0.3259259,0.308642,0.2516556,0.2846154,0.2758621,0.3063584,0.2795699,0.28
"1570",75286,0.5492228,0.5746269,0.6559633,0.6814815,0.6382979,0.7572816,0.7013575,0.5208333,0.6713287
"1571",96955,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1572",64096,1,0.1,0.25,0.1,0.25,1,0.25,0.1,0.1
"1573",274467,0.1,0.1,0.1,0.1,0.1,0.75,0.1,0.1,0.1
"1574",227549,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1575",23218,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1576",187215,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1577",143897,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1578",186510,0.1,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1579",228839,0.1,1,1,0.1,1,1,1,1,0.1
"1580",99980,0.3518519,0.375,0.3333333,0.3833333,0.3589744,0.247191,0.4444444,0.5,0.4761905
"1581",183129,0.25,0.5,0.1666667,0.55,0.5666667,0.25,0.32,0.3,0.1
"1582",251067,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1583",15894,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1584",171331,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1585",120496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1586",4228,0.2879581,0.2587065,0.2561308,0.2323232,0.2587065,0.2707581,0.2163062,0.3043478,0.2921348
"1587",88861,0.2777778,0.2777778,0.4444444,0.2777778,0.2777778,0.2777778,0.2222222,0.2777778,0.2222222
"1588",75814,0.2,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2,0.2857143,0.2857143
"1589",169845,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1590",166671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1591",237159,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1592",235117,0.2058824,0.2137405,0.1570248,0.1304348,0.1940299,0.1983471,0.1572327,0.2048193,0.1940299
"1593",121779,0.25,0.1,0.3125,0.1,0.25,0.1,0.1,0.1,0.1
"1594",142212,0.5588235,0.5092025,0.4464286,0.4731183,0.4434783,0.4852941,0.45,0.3913043,0.3444444
"1595",23166,0.1,0.1,0.2857143,0.1,0.1,0.2857143,0.2857143,0.1,0.1
"1596",266400,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1597",251595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1598",94849,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1599",221235,0.1,1,0.6,0.6,0.1,0.6,0.6,0.1,0.1
"1600",73526,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1601",21260,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1602",123445,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1603",76544,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571
"1604",238956,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1605",210879,0.65,0.2,1,1,0.1,0.2,1,0.1,0.1
"1606",253655,0.1428571,0.1,0.2142857,0.25,0.2142857,0.1428571,0.1428571,0.1,0.1764706
"1607",200955,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1608",46709,0.1,0.1,0.8,0.1,0.1,1,0.9333333,0.8,1
"1609",173105,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1610",145014,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1611",271433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1612",56623,0.2,0.156962,0.1761364,0.206422,0.2227488,0.1925134,0.1994536,0.1546392,0.1706161
"1613",13961,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1614",222148,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1615",186570,0.5476575,0.5310924,0.5132789,0.9707792,0.6134301,0.5771725,0.6140167,0.578125,0.6787234
"1616",37272,0.1,0.1,0.3,0.1,0.1,0.1,0.5,0.1,0.1
"1617",196067,0.1,0.4285714,0.1,0.1,0.1,0.4285714,0.1,0.1,0.1
"1618",194496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1619",221726,1,0.1176471,0.3529412,1,0.4444444,0.3235294,0.1666667,1,1
"1620",136901,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1621",39952,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1622",85936,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1623",46696,0.25,0.125,0.1875,0.25,0.375,0.2291667,0.25,1,0.125
"1624",179920,0.1,0.2,0.15,0.1333333,0.1,0.1,0.2,0.1,1
"1625",155735,0.1,0.1,0.25,0.1,0.25,0.25,0.25,0.1,0.25
"1626",82772,0.4,0.2857143,0.2857143,0.1,0.2857143,0.1,0.3333333,0.1,0.1
"1627",36603,0.1,0.4,0.4,0.1,0.1,0.5,0.8,0.2,0.5
"1628",17472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1629",31680,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1630",58595,0.1805556,0.1875,0.1774194,0.225,0.1666667,0.2125,0.2205882,0.125,0.171875
"1631",37420,0.7333333,1,1,0.8,0.5,0.1,1,0.1,1
"1632",3386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
